X,Y,id,name,name_fr,code
10.84573695,33.73189133,107,الخواي 2,Elkhaway 2,AJ 007
10.85291755,33.73039839,108,قلالة,Gallala,AJ 008
10.85073215,33.73834962,109,تليوين,Tilouin,AJ 025
10.85900545,33.72010938,110,المقهى,Almakha,AJ 010
10.86193232,33.71517541,111,بن عمار,Ben Ammar,AJ 011
10.86673239,33.72910016,112,المتحف,Elmat'haf,AJ 013
10.88644,33.72955454,113,أورسيغن 2,Oursighen 2,DN 083
10.88819613,33.73292988,114,بن مشيشي,Ben Mchichi,DN 082
10.89326937,33.73464995,115,أورسيغن 1,Oursighen 1,DN 081
10.91258674,33.74260079,116,تفرطاست,Tafertast,DN 080
10.91172819,33.74704644,117,الهوش,Elhouch,DN 079
10.91980636,33.74341205,118,سدويكش,Sedwikech,DN 075
10.92039173,33.74701399,119,دار الشباب,Dar Echabeb,DN 084
10.92726013,33.74097823,120,زعطوط,Zaatout,DN 071
10.9328407,33.74334715,121,الرايس,Erraes,DN 073
10.93943592,33.75009661,122,برنوح,Bounouh,DN 072
10.94208962,33.75437965,123,الظهيرة,Edhira,DN 072
10.94454819,33.75853269,124,بلاغة,Ballagha,DN 070
10.95469468,33.7493503,125,بن ثاير,Ben Thayer,DN 069
10.96257773,33.74737093,126,بني معقل,Bni Maaguel,DN 068
10.96210943,33.75197858,127,البريد,La poste,DN 067
10.95348491,33.76404814,128,بير بوعزيز,Bir Bouaziz,DN 066
10.95032389,33.77173673,129,الحجام,Elhajjam,DN 065
10.94271402,33.77669988,130,بدوين,Bedouin,DN 064
10.95059706,33.78539281,131,لطرش,Latrech,DN 062
10.95789473,33.79012815,132,الكوشة,Elkoucha,DN 061
11.01354435,33.75817579,133,أغير,Aguir,*
11.01147602,33.76116068,134,كاب جربة,Cap Jerba,DN 017
11.0058174,33.76943346,135,الغسالة,Elgassala,DN 016
11.03130071,33.77313163,136,هاري كلوب,Hari Club,DN 022
11.02743724,33.7701796,137,سيدي سليم,Sidi Slim,DN 021
11.02310546,33.76661108,138,بالمازور,Palmasur,DN 020
11.02021762,33.76437256,139,ديفا,Diva,DN 019
11.01658829,33.76226376,140,بالماريفا,Palmariva,DN 018
10.91637216,33.68069464,141,القنطرة,Elkantara,*
10.91250869,33.71225385,142,المحاميد,Elmhamid,DN 078
10.91340626,33.71994708,143,واد عجيمي,Oued Ajmi,DN 077
10.84620525,33.74960989,144,تلات,Etlat,AJ 024
10.84636135,33.75570994,145,الزيتونة,Ezitouna,AJ 023
10.84487841,33.76038202,146,الشواشين,Echaouchia,AJ 022
10.866682,33.85203,147,السواني,Essouani,HS 004
10.87982527,33.85931195,148,سوق الجملة,Souk Ejoumla,HS 041
10.88696684,33.85658974,149,حواسة,Houassa,HS 042
10.89172789,33.85539065,150,الشهبان,Echahben,HS 043
10.89765968,33.85467767,151,العساس,Elassas,HS 044
10.90702568,33.85276555,152,حانوت صالح,Hanout Salah,HS 045
10.91725022,33.847191,153,ماجل العباسي,Elmajen,HS 046
10.92497717,33.84330156,154,م ابن سينا,Croisement Ibn Sina,HS 047
10.93001139,33.85837215,155,غيزن,Guisen,HS 029
10.92848941,33.8628442,156,بن ماضي,Ben Madi,HS 028
10.92848941,33.86673275,157,المستيري,Elmestiri,HS 027
10.95010925,33.85458044,158,مزراية,Mezraya,HS 030
10.868151,33.842877,159,أماجن 3,Omajen 3,HS 005
10.86944463,33.83150251,160,بئر بن عمر,Bir Ben Amor,HS 006
10.870431,33.823002,161,العلامات,Allamet,HS 007
10.8745569,33.82566721,162,والغ 1,Walagh 1,HS 054
10.87748377,33.82625076,163,والغ 2,Walagh 2,HS 055
10.88247897,33.82725575,164,البقالتي,Elbkalti,HS 057
10.88786441,33.82887667,165,بكير,Bakir,HS 056
10.89625478,33.83137284,166,دنقير,Denguir,HS 058
10.90843058,33.82164711,167,تنيست,Tinisset,HS 061
10.9084696,33.82939536,168,قشعيين,Gachayin,HS 060
10.90683055,33.83396618,169,ج اليونسي,Mosquet Elyounsi,HS 059
10.92478204,33.82180921,170,الرملة,Erramla,HS 050
10.92138687,33.82673705,171,صدغيان 2,Sadguyène 2,HS 049
10.92290884,33.83672152,172,صدغيان 1,Sadguyène 1,HS 048
10.94974827,33.82962229,173,جامع بوليمان,Mosquet Boulaymane,HS 051
10.876903,33.812803,174,بن موسى,Ben Moussa,*
10.879975,33.809331,175,مصباح,Mosbah,*
10.85877585,33.81477767,176,الغريبة,Elghriba,*
10.85862449,33.81205302,177,ديغت,Dyguet,HS 067
10.8500982,33.80865755,178,الزنكري,Zenkri,HS 072
10.855069,33.819634,179,الرياض,Erriadh,HS 066
10.85317574,33.84989699,180,البساتين,Elbassatin,HS 062
10.85125859,33.84072042,181,الرحبة,Errahba,HS 063
10.85161175,33.82990841,182,الجادوي,Ejadoui,HS 064
10.8551938,33.82324451,183,المقبرة,Elmakbara,HS 065
10.8446999,33.82102309,184,عروة,Eroua,HS 069
10.83723309,33.81892736,185,الهواش,Elahouach,HS 070
10.83360059,33.81708308,186,ماجين,Majin,HS 071
10.85050181,33.80433968,187,الجني,Eljenni,HS 073
10.84545667,33.79712875,188,زيات,Ezayat,HS 074
10.7829726,33.79870095,189,القرع,Elgroo,AJ 035
10.84956846,33.86726272,190,حنيني,Hnini,HS 077
10.84755041,33.86424649,191,البركاوي,Elbarkaoui,HS 078
10.84533054,33.86173288,192,الحشان,Elhachen,HS 079
10.84210165,33.85779475,193,سيدي حسين,Sidi Hassen,HS 080
10.83967999,33.85469439,194,سعود,Saoud,HS 081
10.83695561,33.85276708,195,جاب الله 1,Jaballah 1,HS 082
10.83443304,33.85083973,196,جاب الله 2,Jaballah 2,HS 083
10.83059873,33.8469849,197,سليم,Slim,HS 084
10.82293012,33.83868803,198,بازيم,Bazim,HS 085
10.80375858,33.75986962,199,بن يخلف,Ben Yakhlef,AJ 016
10.79074212,33.7516482,200,الخنانسة,Elkhnansa,AJ 015
10.7795419,33.7470338,201,بن مرزوق,Ben Marzoug,AJ 014
10.74624397,33.73352475,202,الخروبة,Elkharouba,AJ 026
10.75038098,33.74543967,203,الفقيه عمر,Fekih Amor,AJ 027
10.75189453,33.75030586,204,بوسمايل,Bousmael,AJ 028
10.75401349,33.75542344,205,الفقيه مسعود,Fekih Massaoud,AJ 029
10.75613245,33.75903074,206,بالحاج يحي,Bel Haj Yahyia,AJ 030
10.75996675,33.76356061,207,26-26,26-26,AJ 031
10.76269113,33.77010334,208,مزران,Mezran,AJ 032
10.76733266,33.7785746,209,بن حفصية,Ben Hafsia,AJ 033
10.77510218,33.78813521,210,الدولة,Eddaoula,AJ 034
10.79911705,33.7893931,211,المعصرة,Elmaassra,AJ 040
10.79679628,33.79140569,212,كروية,Karouia,AJ 039
10.79518184,33.79316668,213,الخليفي,Elkhlifi,AJ 038
10.79205385,33.79601771,214,جعبيرة,Eljaabira,AJ 037
10.89069073,33.78025017,215,الشهود,Echhoud,DN 089
10.89583677,33.77437921,216,ربانة,Robana,DN 088
10.90421171,33.76548813,217,شنيب,Chnib,DN 087
10.90915595,33.76045503,218,كرونة,Krouna,DN 086
10.91510921,33.75508607,219,انقار حميدة,Angar Hmida,DN 085
10.86405238,33.71103112,220,الفاهمين,Elfahmin,AJ 012
10.862598,33.868835,221,المعهد التقني,Lycée Technique,HS 002
10.86498,33.865279,222,الرحمة,Errahma,*
10.8896973,33.799251,223,المعهد,Le Collège,*
